fighter_name,height_cm,weight_pounds,reach_cm,stance,date_of_birth,f_wins,win_rate,f_losses,loss_rate,f_draws,draw_rate,f_dc_nc,dc_nc_rate,career_SLpM,career_StrAcc,career_SApM,career_StrDef,career_TD_Avg,career_TD_Acc,career_TD_Def,career_Sub_Avg
Alexandre Dantas,187.96,238.0,,Orthodox,1979-03-01,0,0,3,100,0,0,0.0,0,0.21,25,1.87,60,0.0,0,0,3.1
Eduardo Dantas,177.8,135.0,,,1989-02-03,20,83,4,17,0,0,0.0,0,3.33,60,3.0,60,4.0,23,100,0.0
Mac Danzig,172.72,155.0,177.8,Orthodox,1980-01-02,21,62,12,35,1,3,0.0,0,3.39,48,3.44,57,1.2,37,46,0.6
Karen Darabedyan,170.18,155.0,172.72,Orthodox,1986-12-18,13,68,6,32,0,0,0.0,0,3.43,51,2.62,67,2.14,75,0,0.0
Beneil Dariush,177.8,155.0,182.88,Southpaw,1989-05-06,22,76,6,21,1,3,0.0,0,3.78,48,2.65,57,1.9,34,80,0.9
Sean Daugherty,182.88,175.0,,,1975-12-04,0,0,2,100,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Kyle Daukaus,190.5,185.0,193.04,Southpaw,1993-02-27,11,69,4,25,0,0,1.0,6,3.22,52,2.94,42,2.12,25,82,1.9
Chris Daukaus,190.5,205.0,193.04,Orthodox,1989-09-25,12,63,7,37,0,0,0.0,0,6.05,50,4.64,55,0.0,0,100,0.0
Brian Davidson,167.64,145.0,,,,13,76,4,24,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Rick Davis,175.26,155.0,,Orthodox,,3,60,1,20,1,20,0.0,0,3.09,50,6.19,64,0.0,0,0,0.0
Marcus Davis,177.8,170.0,177.8,Southpaw,1973-08-24,22,65,11,32,0,0,1.0,3,2.72,39,2.79,65,1.6,48,47,1.4
LC Davis,172.72,135.0,175.26,Southpaw,1980-10-28,23,74,8,26,0,0,0.0,0,2.04,30,2.1,59,2.27,46,66,0.2
Phil Davis,187.96,205.0,200.66,Orthodox,1984-09-25,17,77,4,18,0,0,1.0,5,2.85,34,1.33,72,2.99,38,72,0.6
Lemont Davis,172.72,170.0,,Orthodox,,2,25,6,75,0,0,0.0,0,0.87,54,1.27,55,1.0,50,0,1.0
Mike Davis,,,,,,2,100,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Justin Davis,180.34,205.0,,,1983-04-01,13,45,16,55,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Alexis Davis,167.64,135.0,172.72,Orthodox,1984-10-04,21,66,11,34,0,0,0.0,0,4.63,49,4.45,54,0.95,44,34,0.7
Danny Davis,187.96,170.0,,,1982-07-28,13,52,11,44,1,4,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Brandon Davis,177.8,135.0,182.88,Orthodox,1990-05-08,14,58,10,42,0,0,0.0,0,4.68,35,4.62,58,0.74,42,57,0.1
Mike Davis,182.88,155.0,182.88,Orthodox,1992-10-07,11,79,3,21,0,0,0.0,0,4.68,52,5.19,54,2.48,44,57,0.5
Hakeem Dawodu,172.72,145.0,185.42,Orthodox,1991-07-02,13,72,4,22,1,6,0.0,0,5.45,50,3.37,56,0.0,0,65,0.0
Grant Dawson,177.8,155.0,182.88,Switch,1994-02-20,23,88,2,8,1,4,0.0,0,3.2,52,2.11,44,3.87,40,57,1.1
Jason Day,182.88,185.0,182.88,Orthodox,1981-05-19,19,61,12,39,0,0,0.0,0,3.61,54,3.46,47,1.13,100,0,0.0
Martin Day,177.8,145.0,185.42,Orthodox,1988-11-10,8,57,6,43,0,0,0.0,0,3.97,45,3.79,53,0.72,60,65,0.5
Angel De Anda,175.26,225.0,,Orthodox,1985-05-28,18,75,6,25,0,0,0.0,0,5.68,46,6.32,47,0.0,0,0,0.0
Yorgan De Castro,182.88,250.0,187.96,Orthodox,1986-12-19,6,67,3,33,0,0,0.0,0,2.46,43,3.85,53,0.0,0,77,0.0
Geraldo de Freitas,170.18,135.0,182.88,Orthodox,1991-09-30,12,67,6,33,0,0,0.0,0,3.67,52,2.62,50,3.0,45,59,0.0
Philip De Fries,195.58,250.0,200.66,Orthodox,1986-04-21,12,63,6,32,0,0,1.0,5,2.3,47,3.0,37,3.29,42,100,0.6
Chris de la Rocha,190.5,250.0,203.2,Orthodox,1979-05-15,5,62,3,38,0,0,0.0,0,4.08,45,6.37,43,2.02,30,33,1.0
Montana De La Rosa,170.18,125.0,172.72,Orthodox,1995-02-14,13,57,9,39,1,4,0.0,0,2.9,37,3.39,45,1.85,33,68,0.8
Mark De La Rosa,167.64,135.0,165.1,Orthodox,1994-08-31,11,69,5,31,0,0,0.0,0,3.13,35,5.0,48,0.54,13,40,0.2
Mike de la Torre,180.34,145.0,180.34,Orthodox,1986-09-22,14,64,7,32,0,0,1.0,5,3.21,39,4.75,51,0.36,16,83,0.0
Rodrigo de Lima,170.18,155.0,,Orthodox,1991-03-12,8,67,3,25,1,8,0.0,0,1.29,33,5.5,32,2.66,36,0,1.3
Edilberto de Oliveira,182.88,170.0,,Orthodox,1982-11-22,29,63,15,33,2,4,0.0,0,4.12,32,6.79,61,0.0,0,0,0.0
Johil de Oliveira,167.64,170.0,,Orthodox,,17,50,15,44,1,3,1.0,3,0.51,34,0.73,58,1.1,50,44,0.6
Jorge de Oliveira,172.72,155.0,,Orthodox,1980-01-22,9,82,2,18,0,0,0.0,0,1.26,31,4.84,48,0.0,0,22,0.0
Isabela de Padua,160.02,125.0,162.56,Orthodox,1991-09-04,5,71,2,29,0,0,0.0,0,1.0,35,2.07,50,2.0,66,0,1.0
Gloria de Paula,165.1,115.0,170.18,Orthodox,1995-06-10,6,55,5,45,0,0,0.0,0,4.89,53,3.77,66,0.74,37,65,0.5
Germaine de Randamie,175.26,135.0,180.34,Orthodox,1984-04-24,10,67,5,33,0,0,0.0,0,2.57,46,2.0,65,0.0,0,65,0.4
Reinier de Ridder,193.04,185.0,198.12,Southpaw,1990-09-07,19,90,2,10,0,0,0.0,0,3.28,57,2.69,38,6.89,46,100,2.0
Crezio de Souza,,170.0,,Orthodox,,1,33,2,67,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Carl Deaton,170.18,155.0,175.26,Orthodox,1989-11-24,17,65,7,27,0,0,2.0,8,1.53,31,1.85,61,0.0,0,50,0.0
Tom DeBlass,182.88,185.0,,Orthodox,1982-05-14,9,82,2,18,0,0,0.0,0,1.5,35,4.43,37,1.0,50,28,0.5
Issac DeJesus,,145.0,,,,12,57,7,33,1,5,1.0,5,0.0,0,0.0,0,0.0,0,0,0.0
Rafael  Del Real,180.34,225.0,,,,6,23,20,77,0,0,0.0,0,5.58,40,0.0,0,20.93,100,100,0.0
Shane del Rosario,193.04,250.0,,Southpaw,1983-09-23,11,85,2,15,0,0,0.0,0,3.93,60,2.97,54,1.2,40,16,2.4
Wallen Del Rosario,162.56,125.0,170.18,Orthodox,1993-03-18,8,80,2,20,0,0,0.0,0,1.4,32,4.73,40,1.0,16,100,0.0
Humberto DeLeon,,135.0,,,1989-11-12,7,50,7,50,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Rolando Delgado,190.5,155.0,195.58,Orthodox,1981-11-22,11,61,6,33,1,6,0.0,0,1.56,40,1.83,62,1.17,22,0,3.5
Israel Delgado,177.8,155.0,,,,0,0,2,100,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Jose Delgado,180.34,145.0,185.42,Switch,1998-04-21,9,90,1,10,0,0,0.0,0,6.5,46,3.52,56,4.8,75,66,0.0
Ante Delija,193.04,245.0,,Orthodox,1990-08-07,17,85,3,15,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Jack Della Maddalena,180.34,170.0,185.42,Switch,1996-09-10,17,89,2,11,0,0,0.0,0,6.74,53,4.27,66,0.21,16,70,0.2
Roland Delorme,175.26,135.0,180.34,Orthodox,1983-12-18,9,60,5,33,0,0,1.0,7,2.28,44,4.32,40,2.51,34,42,1.6
Jon Delos Reyes,167.64,125.0,170.18,Orthodox,1987-08-19,8,62,5,38,0,0,0.0,0,2.99,38,4.14,51,3.2,83,55,1.9
Jason DeLucia,180.34,190.0,,Southpaw,1969-07-24,33,60,21,38,1,2,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Yadier DelValle,175.26,145.0,175.26,Southpaw,1996-07-29,8,100,0,0,0,0,0.0,0,8.33,66,3.93,50,2.0,33,66,1.0
Justin DeMoney,,170.0,,,1985-07-01,15,65,7,30,1,4,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Vanessa Demopoulos,157.48000000000002,115.0,149.86,Orthodox,1988-09-22,11,65,6,35,0,0,0.0,0,3.87,41,5.53,41,0.41,11,27,0.5
Chris Dempsey,177.8,185.0,182.88,Orthodox,1987-09-08,11,69,5,31,0,0,0.0,0,2.25,32,2.82,65,2.64,23,16,0.0
Nick Denis,170.18,135.0,,Orthodox,1983-10-11,11,79,3,21,0,0,0.0,0,6.54,53,5.42,36,2.8,100,80,0.0
Thomas Denny,177.8,170.0,,Orthodox,1971-04-19,27,55,21,43,1,2,0.0,0,2.36,45,4.69,40,1.48,17,42,1.5
Robert Densley,175.26,155.0,,,,9,47,10,53,0,0,0.0,0,1.81,47,0.4,60,0.0,0,50,0.0
Jason Dent,177.8,155.0,180.34,Orthodox,1980-06-12,22,63,13,37,0,0,0.0,0,2.01,39,3.7,62,0.0,0,26,1.4
Mackenzie Dern,162.56,115.0,160.02,Orthodox,1993-03-24,15,75,5,25,0,0,0.0,0,3.31,40,3.9,52,0.89,17,25,1.2
Booker DeRousse,187.96,205.0,,,1981-03-23,6,55,5,45,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Tony DeSouza,182.88,170.0,177.8,Southpaw,1974-07-26,11,73,4,27,0,0,0.0,0,1.12,52,1.57,41,2.25,42,40,1.5
Robelis Despaigne,200.66,265.0,213.36,Orthodox,1988-09-09,5,71,2,29,0,0,0.0,0,2.11,59,2.54,46,0.0,0,50,0.0
Cory Devela,152.4,185.0,,Orthodox,,16,70,7,30,0,0,0.0,0,4.07,41,4.0,47,1.07,12,62,0.0
John Devine,,,,,,6,60,4,40,0,0,0.0,0,1.52,18,2.28,57,0.0,0,0,0.0
Edwin DeWees,185.42,185.0,,Orthodox,1982-08-07,38,68,17,30,0,0,1.0,2,1.53,33,6.19,39,2.18,66,0,3.3
Alessio Di Chirico,182.88,185.0,187.96,Orthodox,1989-12-12,13,65,7,35,0,0,0.0,0,3.32,39,3.44,61,1.46,39,83,0.0
Micol Di Segni,160.02,115.0,152.4,Orthodox,1987-12-29,7,70,3,30,0,0,0.0,0,7.47,40,5.87,33,0.0,0,37,0.0
Cyrille Diabate,198.12,205.0,205.74,Southpaw,1973-10-06,19,63,10,33,1,3,0.0,0,4.06,71,1.78,60,1.17,83,53,0.2
Thomas Diagne,185.42,154.0,,,1983-09-03,6,46,6,46,1,8,0.0,0,4.53,48,4.53,63,2.0,100,66,0.0
Marc Diakiese,177.8,155.0,185.42,Orthodox,1993-03-16,17,71,7,29,0,0,0.0,0,2.54,40,2.64,52,3.29,43,66,0.0
Tyler Diamond,170.18,145.0,175.26,Orthodox,1991-03-18,9,90,1,10,0,0,0.0,0,3.4,47,2.53,44,3.0,75,70,0.0
Blood Diamond,180.34,170.0,193.04,Switch,1988-07-10,3,50,3,50,0,0,0.0,0,3.12,55,2.17,48,0.0,0,73,0.0
Eldo Xavier Dias,180.34,180.0,,,1964-07-16,0,0,1,100,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Rafael Dias,175.26,145.0,,Orthodox,1979-10-20,17,55,12,39,2,6,0.0,0,1.13,27,2.19,60,3.17,47,100,1.2
Hacran Dias,172.72,155.0,175.26,Orthodox,1984-06-16,23,77,6,20,1,3,0.0,0,2.08,41,3.31,55,2.5,39,76,0.5
Victor Dias,167.64,125.0,175.26,Orthodox,1990-12-26,11,79,3,21,0,0,0.0,0,2.87,44,5.8,55,5.0,41,0,0.0
Nick Diaz,185.42,170.0,193.04,Southpaw,1983-08-02,26,68,10,26,0,0,2.0,5,5.71,42,3.84,59,1.28,32,60,1.0
Nate Diaz,182.88,170.0,193.04,Southpaw,1985-04-16,22,63,13,37,0,0,0.0,0,4.57,45,3.77,52,1.05,30,41,1.3
Michael Diaz,,260.0,,,,1,33,2,67,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Ryan Diaz,,145.0,,,,13,48,14,52,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Adrian Diaz,177.8,145.0,,Southpaw,1988-04-26,11,69,4,25,1,6,0.0,0,0.48,42,3.84,51,2.4,50,0,0.0
Ozzy Diaz,193.04,185.0,200.66,Orthodox,1990-11-22,9,75,3,25,0,0,0.0,0,2.21,43,4.74,46,0.0,0,0,0.0
Mark Dickman,175.26,145.0,,,1984-07-19,11,79,3,21,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Josh Diekmann,162.56,246.0,,,1976-10-09,15,62,8,33,0,0,1.0,4,0.28,5,8.17,25,0.0,0,0,0.0
Kyle Dietz,172.72,135.0,,Orthodox,1986-04-29,5,71,2,29,0,0,0.0,0,1.82,45,2.08,62,0.0,0,0,0.0
Seth Dikun,177.8,135.0,175.26,Orthodox,1980-08-05,9,53,8,47,0,0,0.0,0,1.45,26,2.18,55,0.0,0,45,0.9
TJ Dillashaw,167.64,135.0,170.18,Orthodox,1986-02-07,18,78,5,22,0,0,0.0,0,5.09,41,3.47,62,1.56,30,77,0.8
Ralph Dillon,187.96,205.0,,Orthodox,,0,0,2,67,1,33,0.0,0,0.34,14,0.69,60,0.0,0,0,0.0
Drew Dimanlig,,185.0,,,,3,43,4,57,0,0,0.0,0,3.7,73,3.17,20,0.0,0,0,0.0
Ding Meng,187.96,170.0,185.42,Orthodox,1994-09-27,34,79,9,21,0,0,0.0,0,3.4,50,3.87,48,1.0,50,0,0.0
Rodolfo Marques Diniz,167.64,135.0,,,1984-01-23,23,70,9,27,1,3,0.0,0,1.08,32,2.36,33,0.0,0,50,1.8
Jhonata Diniz,193.04,254.0,200.66,Orthodox,1991-06-23,8,89,1,11,0,0,0.0,0,3.36,53,2.96,49,0.0,0,69,0.0
Helio Dipp,195.58,185.0,,Orthodox,,6,67,3,33,0,0,0.0,0,0.6,25,1.8,62,0.0,0,50,0.0
Rico DiSciullo,172.72,135.0,,Orthodox,1986-10-12,9,75,2,17,0,0,1.0,8,1.71,33,4.41,56,0.0,0,0,0.0
Matt Dixon,177.8,170.0,190.5,Switch,1995-10-09,9,90,1,10,0,0,0.0,0,1.97,43,4.56,37,3.06,30,0,0.0
John Dixson,182.88,275.0,,Orthodox,,15,41,22,59,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Anthony Do,162.56,125.0,,,,4,67,2,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Russell Doane,170.18,135.0,177.8,Orthodox,1986-08-13,15,65,8,35,0,0,0.0,0,1.75,40,1.68,53,2.11,45,52,0.8
Drew Dober,172.72,155.0,177.8,Southpaw,1988-10-19,27,64,14,33,0,0,1.0,2,4.39,40,4.25,51,0.67,17,56,0.1
Shana Dobson,167.64,125.0,175.26,Orthodox,1989-03-30,4,44,5,56,0,0,0.0,0,3.34,37,5.2,50,0.84,50,14,0.0
AJ Dobson,185.42,185.0,193.04,Orthodox,1992-01-18,7,64,3,27,0,0,1.0,9,4.29,46,5.31,46,1.67,75,65,0.3
David Dodd,187.96,200.0,,Orthodox,1973-09-22,4,36,7,64,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
John Dodson,160.02,135.0,167.64,Orthodox,1984-09-26,22,65,12,35,0,0,0.0,0,3.2,40,3.58,61,0.71,28,82,0.0
Joe Doerksen,182.88,185.0,190.5,Orthodox,1977-10-09,51,76,16,24,0,0,0.0,0,1.43,42,2.79,50,2.02,33,33,2.3
Mike Dolce,180.34,185.0,,,1976-04-15,5,33,10,67,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Roman Dolidze,187.96,185.0,193.04,Orthodox,1988-07-15,14,82,3,18,0,0,0.0,0,3.16,42,3.38,50,1.33,42,33,1.1
Cameron Dollar,180.34,155.0,,Orthodox,1987-05-12,11,69,5,31,0,0,0.0,0,5.04,38,2.94,61,0.0,0,0,0.0
CB Dollaway,187.96,185.0,193.04,Orthodox,1983-08-10,17,65,9,35,0,0,0.0,0,2.65,47,2.58,54,3.55,54,62,1.2
Dennis Dombrow,,145.0,,,1986-03-17,7,54,5,38,0,0,1.0,8,0.0,0,0.0,0,0.0,0,0,0.0
OJ Dominguez,,,,,,0,0,1,100,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
John Donaldson,172.72,145.0,,,1992-07-09,2,50,2,50,0,0,0.0,0,1.21,23,4.22,51,0.0,0,0,0.0
Dong Huaxiang,160.02,115.0,154.94,Switch,1998-08-21,12,80,3,20,0,0,0.0,0,3.5,59,3.13,65,4.0,44,100,0.0
Cody Donovan,190.5,205.0,187.96,Orthodox,1981-02-20,8,62,5,38,0,0,0.0,0,5.61,59,5.44,45,1.67,28,0,1.7
Houston Dorr,185.42,210.0,,Orthodox,,1,33,2,67,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Rafael Dos Anjos,172.72,170.0,177.8,Southpaw,1984-10-26,32,65,17,35,0,0,0.0,0,3.48,47,3.23,60,1.95,35,54,0.6
Junior Dos Santos,193.04,238.0,195.58,Orthodox,1984-01-30,21,70,9,30,0,0,0.0,0,4.49,47,3.33,56,0.3,50,81,0.1
Geronimo dos Santos,190.5,264.0,,Orthodox,1980-08-17,39,67,19,33,0,0,0.0,0,1.09,33,8.73,41,0.0,0,33,0.0
Antonio Dos Santos,177.8,185.0,,Orthodox,1988-07-21,6,60,4,40,0,0,0.0,0,5.4,51,3.94,43,0.0,0,100,0.0
Anderson Dos Santos,165.1,135.0,177.8,Orthodox,1985-07-24,21,70,9,30,0,0,0.0,0,2.7,25,5.37,49,0.98,14,66,0.7
Acacio Dos Santos,193.04,205.0,200.66,Orthodox,1991-09-29,14,74,5,26,0,0,0.0,0,1.27,41,1.4,43,0.0,0,31,0.0
Rayanne dos Santos,157.48000000000002,115.0,157.48,Orthodox,1995-06-08,14,64,8,36,0,0,0.0,0,4.36,43,5.2,61,0.33,12,88,0.0
Felipe dos Santos,170.18,125.0,177.8,Orthodox,2000-09-11,8,73,2,18,0,0,1.0,9,3.87,37,3.78,41,0.0,0,14,0.3
Tiago dos Santos e Silva,175.26,145.0,177.8,Orthodox,1987-04-12,20,67,7,23,2,7,1.0,3,3.69,35,4.23,59,0.63,11,33,0.3
Oleksandr Doskalchuk,167.64,125.0,,Southpaw,1990-03-13,10,83,2,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
David Douglas,180.34,155.0,,,1981-08-16,9,56,7,44,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Damion Douglas,,170.0,,,,4,80,1,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Cedric Doumbe,177.8,170.0,,,1992-08-13,2,100,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
John Dowdy,,,,,,0,0,1,100,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Jordan Dowdy,,170.0,,,,4,57,3,43,0,0,0.0,0,2.11,44,2.63,50,0.0,0,0,0.0
Danny Downes,182.88,155.0,182.88,Orthodox,1986-04-08,8,73,3,27,0,0,0.0,0,1.66,34,3.53,37,0.0,0,37,0.5
Derek Downey,185.42,185.0,,Orthodox,1980-04-27,11,73,4,27,0,0,0.0,0,0.32,100,3.36,12,2.4,16,0,0.0
John Doyle,180.34,205.0,,Orthodox,1976-11-21,11,32,22,65,0,0,1.0,3,3.5,44,10.51,27,0.0,0,0,0.0
Edson Drago,193.04,220.0,,Orthodox,1977-08-29,11,61,7,39,0,0,0.0,0,1.16,40,2.39,36,0.0,0,55,0.0
Anthony Drilich,165.1,125.0,165.1,Southpaw,1994-03-17,8,80,2,20,0,0,0.0,0,5.8,31,5.07,40,0.0,0,55,0.0
Kyle Driscoll,180.34,145.0,187.96,Orthodox,1994-09-23,12,80,3,20,0,0,0.0,0,2.73,32,2.6,58,2.0,18,0,0.0
Chris Drumm,172.72,145.0,,,,0,0,1,50,0,0,1.0,50,0.0,0,0.0,0,0.0,0,0,0.0
Tomasz Drwal,185.42,205.0,193.04,Orthodox,1982-01-22,21,78,5,19,1,4,0.0,0,3.29,38,2.26,57,3.55,60,82,0.4
Robert Drysdale,190.5,205.0,,Orthodox,1981-10-05,7,88,0,0,0,0,1.0,12,0.0,0,0.0,0,7.32,100,0,21.9
Dricus Du Plessis,185.42,185.0,193.04,Switch,1994-01-14,23,92,2,8,0,0,0.0,0,6.12,48,4.9,54,2.55,50,50,0.7
Hugo Duarte,182.88,240.0,,Orthodox,1968-08-09,6,67,3,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Antonio Duarte,170.18,135.0,,,,19,73,7,27,0,0,0.0,0,4.55,40,4.18,57,0.0,0,60,0.0
Joe Duarte,,155.0,,,1977-01-25,10,71,4,29,0,0,0.0,0,2.27,38,4.0,53,3.0,50,69,1.0
Yuneisy Duben,162.56,125.0,165.1,Orthodox,1996-07-08,6,86,0,0,0,0,1.0,14,20.55,64,11.51,41,0.0,0,0,0.0
Matthieu Duclos,190.5,185.0,195.58,Orthodox,1995-04-04,6,67,3,33,0,0,0.0,0,3.93,37,6.81,46,0.0,0,100,0.0
Emily Ducote,157.48000000000002,115.0,160.02,Orthodox,1994-01-01,13,59,9,41,0,0,0.0,0,7.45,52,7.84,57,0.2,14,94,0.0
Viktoriia Dudakova,165.1,115.0,170.18,Orthodox,1999-01-26,8,80,2,20,0,0,0.0,0,2.87,47,3.4,50,2.73,35,33,0.0
Milana Dudieva,160.02,135.0,,Orthodox,1989-08-04,11,65,6,35,0,0,0.0,0,0.87,31,3.43,58,2.34,45,0,0.0
Adin Duenas,167.64,145.0,,,1988-07-02,6,86,1,14,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Todd Duffee,190.5,260.0,198.12,Orthodox,1985-12-06,9,69,3,23,0,0,1.0,8,5.93,37,2.87,56,0.72,25,90,0.0
Joe Duffy,177.8,155.0,185.42,Orthodox,1988-02-18,16,76,5,24,0,0,0.0,0,2.68,34,3.78,54,0.96,66,64,0.7
Jack Duffy,170.18,125.0,175.26,Switch,1995-10-02,7,88,1,12,0,0,0.0,0,5.07,69,2.13,52,0.0,0,62,0.0
Alexis Dufresne,175.26,135.0,,Orthodox,1990-08-31,6,67,3,33,0,0,0.0,0,1.33,27,3.33,60,1.5,50,50,0.0
Jessamyn Duke,180.34,135.0,185.42,Orthodox,1986-06-24,3,33,5,56,0,0,1.0,11,4.83,53,4.43,57,1.27,36,50,1.9
Islam Dulatov,190.5,170.0,190.5,Orthodox,1998-08-02,11,92,1,8,0,0,0.0,0,14.27,56,5.49,51,5.49,100,0,0.0
Isaac Dulgarian,170.18,145.0,180.34,Orthodox,1996-07-04,7,88,1,12,0,0,0.0,0,3.37,64,1.82,41,5.15,52,0,2.1
Kelly Dullanty,172.72,155.0,,Orthodox,1977-11-04,4,67,2,33,0,0,0.0,0,0.0,0,0.67,75,0.0,0,66,0.0
Sedriques Dumas,187.96,185.0,200.66,Orthodox,1995-08-06,10,83,2,17,0,0,0.0,0,2.15,48,2.03,58,1.31,35,40,0.3
Norma Dumont,170.18,135.0,170.18,Orthodox,1990-10-01,12,86,2,14,0,0,0.0,0,3.86,50,2.16,65,1.72,56,72,0.0
Chris Duncan,177.8,155.0,180.34,Orthodox,1993-05-10,12,86,2,14,0,0,0.0,0,4.7,46,4.0,48,3.53,37,33,0.3
Christian Leroy Duncan,187.96,185.0,200.66,Switch,1995-07-24,10,83,2,17,0,0,0.0,0,4.71,62,3.57,49,0.31,14,64,0.0
Evan Dunham,177.8,155.0,177.8,Southpaw,1981-12-18,18,64,9,32,1,4,0.0,0,5.33,39,3.54,61,1.82,33,79,1.0
Alex Dunworth,172.72,155.0,,,,2,40,2,40,0,0,1.0,20,1.94,31,8.71,35,0.0,0,50,0.0
Tom Duquesnoy,170.18,135.0,172.72,Orthodox,1993-06-21,16,84,2,11,0,0,1.0,5,3.83,45,5.3,62,0.42,25,46,0.0
Albert Duraev,180.34,185.0,190.5,Orthodox,1989-01-05,16,76,5,24,0,0,0.0,0,2.99,40,3.01,59,1.97,29,66,0.6
Reuben Duran,170.18,135.0,180.34,Orthodox,1983-07-02,11,58,7,37,1,5,0.0,0,3.19,49,2.61,50,0.98,23,25,0.7
Cody Durden,170.18,125.0,170.18,Southpaw,1991-03-29,17,68,7,28,1,4,0.0,0,3.52,45,4.29,49,4.06,47,73,0.8
Luiz Dutra,180.34,170.0,,Orthodox,1982-05-06,13,65,6,30,1,5,0.0,0,3.92,50,4.8,41,0.0,0,100,0.0
Rilley Dutro,172.72,125.0,,Orthodox,1987-09-03,11,73,4,27,0,0,0.0,0,4.74,54,5.95,33,0.0,0,83,0.0
Bill Duvall,187.96,185.0,,Southpaw,,1,33,2,67,0,0,0.0,0,0.0,0,2.4,40,0.0,0,0,0.0
Merab Dvalishvili,167.64,135.0,172.72,Orthodox,1991-01-10,19,83,4,17,0,0,0.0,0,4.36,42,2.51,56,5.89,35,82,0.3
David Dvorak,165.1,125.0,172.72,Orthodox,1992-06-05,20,77,6,23,0,0,0.0,0,3.48,43,3.29,59,0.58,30,70,0.2
Matt Dwyer,193.04,170.0,193.04,Orthodox,1989-12-17,9,69,4,31,0,0,0.0,0,2.57,34,3.24,54,0.44,10,60,0.0
Rolando Dy,172.72,145.0,175.26,Orthodox,1990-08-11,9,50,7,39,1,6,1.0,6,3.04,37,4.47,52,0.3,20,68,0.0
Ben Earwood,172.72,170.0,,Orthodox,,12,80,3,20,0,0,0.0,0,0.5,55,0.2,33,3.0,100,0,0.0
Cody East,190.5,245.0,,Orthodox,1988-06-29,12,80,3,20,0,0,0.0,0,4.15,43,7.32,40,3.97,100,16,0.0
Marvin Eastman,175.26,185.0,185.42,Orthodox,1971-06-08,18,53,15,44,1,3,0.0,0,2.21,35,3.92,42,1.38,33,81,0.0
Mike Easton,167.64,135.0,177.8,Southpaw,1984-01-25,13,68,6,32,0,0,0.0,0,3.51,37,4.28,61,0.75,22,66,0.0
Maurice Eazel,170.18,135.0,,,,7,32,15,68,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Vincent Eazelle,180.34,155.0,,,1980-12-07,9,82,2,18,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Ross Ebanez,175.26,154.0,,Southpaw,1975-05-18,20,61,10,30,0,0,3.0,9,0.74,50,0.74,62,3.7,100,0,0.0
Brian Ebersole,182.88,170.0,185.42,Southpaw,1980-11-27,51,72,18,25,1,1,1.0,1,2.32,49,2.14,56,1.7,23,61,0.1
Roybert Echeverria,165.1,125.0,170.18,Switch,1995-08-21,7,88,1,12,0,0,0.0,0,2.95,53,2.52,57,0.0,0,71,2.6
Mark Eddiva,172.72,145.0,172.72,Orthodox,1986-02-16,6,67,3,33,0,0,0.0,0,3.37,45,2.98,54,1.45,22,63,0.0
Frankie Edgar,167.64,135.0,172.72,Orthodox,1981-10-16,23,66,11,31,1,3,0.0,0,3.77,40,2.82,65,2.29,31,65,0.3
Abdul-Kerim Edilov,187.96,205.0,,Orthodox,1991-11-25,17,81,4,19,0,0,0.0,0,10.22,61,0.13,92,3.98,100,0,2.0
